disasterNumber,state,declarationType,declarationDate,incidentBeginDate,incidentEndDate,fyDeclared,incidentType,declarationTitle,fipsStateCode,fipsCountyCode,date,county_FIP,topic,stance,gender,aggressiveness,temperature_avg,sentiment,id
5249,CO,FM,2018-07-04,2018-07-04,2018-07-11,2018,Fire,LAKE CHRISTINE FIRE,08,037,2018-07-09,037,Politics,believer,male,not aggressive,-2.0202084397196263,-0.023497020339735417,"1016110191375351808,1016110232055971841,1016113880119029761,1016118263007227904,1016120074443239425,1016124358882807808,1016126437714210818,1016126948832002048,1016132116009009154,1016132508507955201,1016132892274057217,1016136122496217088,1016138508874862592,1016138654446567424,1016139788640923648,1016141005068951552,1016141710802505730,1016142539026395136,1016142718630801408,1016147153297653761,1016147872952213504,1016153302113845250,1016154225309450240,1016154523516088320,1016155569822969861,1016159537525678085,1016161364711170049,1016163116462297088,1016164381288091650,1016165284908974081,1016166455002292224,1016166993119010817,1016167675301527554,1016171481653530630,1016172495840337926,1016172648986861571,1016173085265817600,1016174498893058050,1016175342875074560,1016186648592187392,1016188563396980736,1016190217168928768,1016190283153698816,1016191511443066881,1016192401990275075,1016193401203511297,1016193431540981760,1016197221648232448,1016203666787741696,1016203774434504704,1016203854780592128,1016203891728252928,1016204181160407041,1016209733701623808,1016215155539972097,1016215893834022918,1016241443810078721,1016241873562697729,1016255663620493319,1016255891429994503,1016255935075905536,1016258563730075648,1016264244336050176,1016273275272302592,1016274408472641537,1016280842652602368,1016281055911989248,1016287242611019777,1016301263590428672,1016303872753721344,1016306872624635905,1016307964238368768,1016309128308744192,1016316699803414528,1016319022223298560,1016327064050429953,1016331074161393666,1016331388134424579,1016332396390764545,1016337505946406912,1016337853700177920,1016339108724183040,1016340961528442882,1016342116241248256,1016342554764144640,1016346487628763141,1016346757205069825,1016347218423377920,1016348615109902336,1016349804513972226,1016353523678625792,1016357503846604800,1016360396947505152,1016360427909890048,1016362485698289665,1016363924885684224,1016364109082734592,1016364790665613315,1016365627508838400,1016370928509304833,1016371828120403968,1016372506867859456,1016373304914055169,1016373303617966080,1016373459641745408,1016376799108870144,1016379093946793984,1016388781669142528,1016389248914636800,1016389642088787969,1016389833877479424,1016392043252277248,1016392194733686784,1016395539762597888,1016396295425028096,1016400557475446784,1016402583471063040,1016403949753167872,1016404702064402433,1016406170326597632,1016407150237634560,1016408977175805952,1016414052606595072,1016418145681080320,1016418653758160896,1016421841739632640,1016422064528416768,1016423018258665472,1016425114911428608,1016426226498486272,1016427001043771392,1016427333987676160,1016428094024921088,1016428296425361408,1016428385193603072,1016429087433228288,1016429877686202368,1016431084970471424,1016431239333646337,1016431435312349184,1016431589922766849,1016431978759909376,1016432424463417344,1016433117966491648,1016434878085320704,1016435326754045952,1016435640722833408,1016435757823606784,1016435861045563393,1016436624903802881,1016437165994070016,1016437357040394241,1016437717545123841,1016438108345249792,1016438558347804672,1016438596524314625,1016438640845545472,1016439025815642112,1016439103741554688,1016439458961297408,1016439632999927811,1016440534792114176,1016440707240771584,1016440964729094145,1016441528728932352,1016441573200969728,1016441845029666821,1016441994154074113,1016442192825667584,1016443294417498112,1016443327627984897,1016443994493083648,1016444081600323586,1016444171639406592,1016444224118505474,1016445668502597633,1016445927475773441,1016446490300956672,1016446615010152448,1016446899002400769,1016447100412833792,1016447603032985600,1016453102264700928,1016453225807949824,1016453592264294401,1016453944938123264,1016454073963302913,1016454444618117120,1016455035603939329,1016455786397093899,1016456483981021184,1016457133284421633,1016457157917622273,1016457964184629253,1016458087585026049,1016459149507375104,1016459171187736576,1016459482660917248,1016459534775341056,1016459829911490560,1016459963894382592,1016460743032516608,1016461357439258629,1016462816520364032,1016463447179997184,1016463516838973440,1016463858288988160,1016464848396476417,1016464904746762240,1016467674367287296,1016470085005762560,1016470712947634176,1016470728755953664,1016471830247460864"
5249,CO,FM,2018-07-04,2018-07-04,2018-07-11,2018,Fire,LAKE CHRISTINE FIRE,08,037,2018-07-10,037,Politics,believer,male,not aggressive,-2.06349992,-0.004010074664460813,"1016472899614474240,1016473502545686528,1016473591410511877,1016474840516218887,1016475894100054016,1016477546093793280,1016478445683998720,1016478791399428096,1016480237427752961,1016480767461949440,1016483099268411392,1016484516251123713,1016485831488372737,1016486857582915584,1016491471384600577,1016491567836614657,1016491592641908738,1016491819062849536,1016492142112305152,1016493348628992001,1016493747234672640,1016494480264921089,1016496484609679360,1016496982859214848,1016497236623028224,1016497253232578561,1016497711355518977,1016497921985011713,1016500261982908416,1016500747897147392,1016501764374257665,1016502226901073921,1016502686328459267,1016503659419480064,1016503729359605760,1016503771797512193,1016504827470405632,1016505741518073856,1016507439112425472,1016507851383197697,1016508224319598593,1016509438981599232,1016510342220746753,1016510721474158592,1016511318646390785,1016513563056209920,1016514193338482688,1016514198791118848,1016514864703889408,1016518786051002368,1016519639533346816,1016522622157217793,1016523394173448192,1016523940569571331,1016524696966189056,1016525701736849409,1016525907429740546,1016526003458531329,1016527638268014592,1016531552975507456,1016532028102242304,1016532547659067392,1016538769762029568,1016540161843351554,1016542759149187072,1016546045008928768,1016548551667511298,1016552758910939136,1016553586572947456,1016553942992367616,1016555133302398976,1016556194696257536,1016557770957467648,1016558277767847936,1016560498538696710,1016562337640165376,1016563687727906819,1016563954628382721,1016566045958537218,1016566262040686592,1016566806322950144,1016567224633446400,1016567653031219200,1016567690394198016,1016569879518826497,1016569945147052032,1016571578367086592,1016571580208443392,1016573006049525760,1016573589242310658,1016574030613106691,1016577684070023168,1016578089223114753,1016578262334468096,1016579526795489282,1016580119647916034,1016580382945234944,1016581903741145089,1016582729624838144,1016588098761736193,1016588772232892416,1016589043155386368,1016590317087350787,1016592779026182144,1016593225535008769,1016593753828556800,1016594337063317510,1016597873348104192,1016598350244777984,1016599699732811776,1016599739880501248,1016601940346601472,1016629446818713600,1016631458541129728,1016634682979569664,1016636460613718019,1016641347145486343,1016643502036389888,1016645208887287808,1016645353326563328,1016650162784096256,1016652119817015296,1016653350497112065,1016655855947829249,1016665757672005632,1016669620747624448,1016672746560892928,1016673849923067904,1016680364046106626,1016681638334328838,1016681997857533952,1016683064519319552,1016684224580083712,1016684669096505344,1016687956768092160,1016688038070456321,1016689220037963776,1016691371808190465,1016691462300241920,1016692347600420864,1016693993474625538,1016694069936807936,1016695017920868353,1016696320927641602,1016696341475426306,1016698183207063554,1016698536174342144,1016699492781809665,1016701060386312193,1016701152954671105,1016701340066578436,1016703213670559744,1016706428742991872,1016706866569793536,1016707675717922816,1016707931855773696,1016708011773943808,1016708609533591559,1016709815958147078,1016712652398235648,1016713979245154304,1016713993539350528,1016714946997096448,1016714951447187456,1016714973177933827,1016719121445109760,1016719985681432576,1016720436611112960,1016720645449662464,1016722697060044800,1016724168119906304,1016724768480006154,1016725040245723136,1016726702284668928,1016726923592982528,1016726985572114432,1016727146469847040,1016727490130112512,1016728197583523840,1016729776118099970,1016729809882308608,1016730311877709826,1016730477569478656,1016733185344823296,1016734040064516097,1016734087430713344,1016734638683971584,1016734731201843201,1016735648945004546,1016735868470661122,1016736353051185152,1016736428523323393,1016736797773127680,1016736973468270597,1016737683714932736,1016738921542283264,1016739312795185157,1016741247812136960,1016742460184092672,1016743270322397184,1016743623264645121,1016743790210478080,1016744558544089089,1016745209567182848,1016745424877572096,1016745748363337729,1016746315529609216,1016748963569938432,1016752494163050497,1016757435204112384,1016758775410130945,1016759120022536192,1016759889014620160,1016759940097032192,1016760898348769280,1016764956056752128,1016767650674892800,1016769407907819520,1016769723395002368,1016770698218524672,1016771643291545601,1016772354884562944,1016772556215410688,1016773541595791360,1016773579478851586,1016775580115709952,1016776800922320896,1016779093407424512,1016779906376654848,1016779908683587586,1016784239986016256,1016784888681435136,1016786137199804418,1016787059199971328,1016787289551310848,1016787959868084224,1016788782547234817,1016789954402254848,1016790440237064193,1016790741371121664,1016792395835326464,1016793302681751559,1016794861641449472,1016795302504816641,1016796056024072192,1016796095500845056,1016797268442341376,1016800403705360386,1016801717680107520,1016801800865894400,1016803117457801216,1016804920408694784,1016807025039118337,1016808026932535296,1016808959246651392,1016810668215844864,1016813222437924864,1016815366780043264,1016816102439972864,1016817105327542278,1016822370001014784,1016824857537830912,1016824986667896832,1016826886494699521,1016828764334915585,1016829234055016448,1016830037549461505,1016831616788729856,1016833332250890240,1016833711529218048"
5249,CO,FM,2018-07-04,2018-07-04,2018-07-11,2018,Fire,LAKE CHRISTINE FIRE,08,037,2018-07-11,037,Global stance,believer,male,not aggressive,-2.0968890582089554,0.006874072349155469,"1016836285678399490,1016836312152694784,1016839355741032448,1016839624277123072,1016840504409874432,1016841550888763393,1016846352339251201,1016847827916423173,1016852513432064000,1016856738123771905,1016859412697411584,1016863616295931905,1016866272900857856,1016867139595071489,1016870510380978177,1016870831467606016,1016870858013306880,1016874498832756736,1016877915311489025,1016878560374599680,1016880313589379073,1016881838189498369,1016883989791948800,1016888086435893248,1016890363112448001,1016892831607152641,1016895774443966469,1016895871894609921,1016898531708137472,1016903321808920576,1016908746910400512,1016908761649123328,1016918208173957120,1016919560832704513,1016921893721395200,1016924395892301825,1016935128088469504,1016946450217832448,1016947401859350529,1016958646637359105,1016977096193683456,1017005629217464320,1017010218323017729,1017012150596825088,1017012892594364417,1017018647305482240,1017022673636003840,1017029490227085313,1017032517444984833,1017034759753457665,1017040963489808384,1017043340737605637,1017043355581210625,1017045565937315840,1017047429944754177,1017047590637064193,1017054061407825920,1017054387645046784,1017054839216328710,1017055111338692608,1017056791635505153,1017056949412626433,1017057164144177152,1017058688450822145,1017060927743643649,1017061123344887808,1017067732582350848,1017070023506984961,1017070340172681217,1017073088993771520,1017073108652421121,1017078778374205442,1017080042097201153,1017081536062021632,1017082270497140736,1017083571079532544,1017084505167945728,1017085336462200832,1017092370574336002,1017095093772152832,1017095129880932352,1017096760718606336,1017097646610223104,1017102363369312256,1017105060063571970,1017111270393241600,1017112225067044865,1017115179996377094,1017116164760141824,1017116671750885378,1017117298329440256,1017117367237636097,1017119974031147009,1017120964109193216,1017121638410801153,1017122239869841409,1017124242616344576,1017125626392825857,1017125976596049920,1017126195845091333,1017128296805535745,1017130196795887616,1017136502835482624,1017137217343578113,1017137793108185088,1017141617528979456,1017144361388158976,1017146384678440961,1017150524687151104,1017154496219078656,1017158050270941185,1017158405293666305,1017158552824107008,1017164964094775296,1017165225739472898,1017165874233569280,1017166179134107648,1017167434527191040,1017167940192530438,1017168958472876033,1017170492287905794,1017170604024188928,1017170691588698113,1017170823507873792,1017171909346127872,1017173275535802368,1017180060212555776,1017181039020498944,1017183756808081408,1017183897887608833,1017184209759232000,1017188893802811392,1017196088426684418,1017196516698550272"
5135,CA,FM,2016-07-23,2016-07-22,2016-08-01,2016,Fire,SAND FIRE,06,037,2016-07-22,037,Global stance,believer,male,not aggressive,4.318364023333333,-0.022092029388391846,"756279628902174720,756279645440311296,756309998079053824,756314279360466944,756314865208209408,756316629709918208,756317136801280000,756320158063308800,756320639233855488,756321894635364352,756321958900346880,756323056809865216,756324748171304960,756327527300276224,756327541728829440,756327554697482240,756327559604822016,756327969119842304,756335913513390080,756335914205450240,756339306550001664,756344261973606400,756353624817754112,756356842452873216,756366105719877632,756368921440026624,756371370800316416,756400924768165888,756428531970650112,756446536809213952,756468356006473728,756483919776579584,756519436497059840,756519867356942336,756526980481376256,756539599694929920,756540198561968128,756541319145586688,756541927940558848,756542603437277184,756550572845576192,756557683445071872,756558342818897920,756559150734159872,756562333816590336,756569001787023360,756570008507912192,756590650624208896,756590799245053952,756593455716007936,756595006983503872,756599819607703552,756602670241095680,756606329444151296,756610055353630720,756610571718496256,756614959518322688,756628976630505472,756636666874429440,756639034189893632"
5135,CA,FM,2016-07-23,2016-07-22,2016-08-01,2016,Fire,SAND FIRE,06,037,2016-07-23,037,Weather Extremes,believer,male,not aggressive,4.4945946,-0.0744697160234054,"756654101849526272,756662010755026944,756669841663258624,756701066926915584,756707917097791488,756710086089838592,756785992619569152,756786922542858240,756796820722855936,756852820939272192,756871687216345088,756876916695543808,756879361156845568,756889200423686144,756894990295379968,756895759191056384,756913584316174336,756914780812681216,756915677982711808,756915896149434368,756948410788372480,756987132216946688,756990781500510208,757002286426001408"
5135,CA,FM,2016-07-23,2016-07-22,2016-08-01,2016,Fire,SAND FIRE,06,037,2016-07-24,037,Weather Extremes,believer,male,aggressive,2.781839711904762,0.008750048717004152,"757010704096518144,757013561520467968,757016390058381312,757019268408041472,757019942092873728,757020632961777664,757031731064995840,757048501847019520,757048925513711616,757061093554425856,757069282849062912,757074811193556992,757085236199120896,757096200445136896,757113818048626688,757117344938205184,757179748204285952,757188125936410624,757188142206025728,757197133879599104,757208960952832000,757214030587199488,757217580578766848,757225139037667328,757233422364311552,757237745349636096,757240877039230976,757255296402255872,757257320904744960,757263022796570624,757264565662953472,757272719641620480,757275133283184640,757298331752108032,757303714583547904,757305894115966976,757309884769730560,757312825840640000,757314393281470464,757326935189966848,757338196803858432,757348648539729920"
5135,CA,FM,2016-07-23,2016-07-22,2016-08-01,2016,Fire,SAND FIRE,06,037,2016-07-25,037,Global stance,believer,male,not aggressive,3.1469835204081633,0.030476657519705744,"757365600381468672,757391998814973952,757412813786587136,757419167150505984,757422442956455936,757423691303038976,757423801411915776,757424156426194944,757438740830838784,757458105080745984,757466160212406272,757468146957561856,757477579301396480,757491032753704960,757510001355137024,757510164039798784,757511279829327872,757558887885209600,757573391591235584,757581272558411776,757585032882036736,757585969902153728,757588448362409984,757593180976009216,757595774070890496,757597608705654784,757610641821532160,757619775950299136,757622983775006720,757633864231587840,757635279842840576,757637871985647616,757639475623145472,757643392733937664,757643414351380480,757643632874631168,757648319980138496,757651716124712960,757652400123604992,757655230477508608,757657871165169664,757659055334629376,757667175108780032,757682004196548608,757684699598757888,757704542813380608,757712315919859712,757716411166838784,757725839601479680"
5135,CA,FM,2016-07-23,2016-07-22,2016-08-01,2016,Fire,SAND FIRE,06,037,2016-07-26,037,Global stance,believer,male,not aggressive,3.8047145666666666,-0.17733839486790634,"757732077714288640,757732592586137600,757733711618117632,757735007200931840,757737784786300928,757744162925973504,757759937393020928,757764915234955264,757765329523134464,757768236440035328,757768290810736640,757768722874503168,757768747381850112,757768903149785088,757769984651079680,757770505965473792,757775909076148224,757775947810545664,757776197266714624,757776213200900096,757776218099814400,757776328506703872,757776448937611264,757776586246529024,757776767318884352,757777433680605184,757779615226232832,757780032479596544,757780219625369600,757781091826544640,757781903554387968,757782840369115136,757783454855462912,757794083393851392,757795928828809216,757810203857346560,757811245684695040,757816180736335872,757832237656121344,757879520212815872,757931426658578432,757944322956353536,757948450952605696,757964386430517248,757968833390911488,757970326152056832,757970475989344256,757972103526162432,757972902817980416,757973322403500032,757975030022025216,757977565105680384,757980803963813888,757987564284280832,757987950462468096,757989297806946304,757989722773794816,757993508187680768,757995238136754176,757996546562494464,758001479005241344,758006894082469888,758013210146447360,758016997405982720,758028932020998144,758036398683197440,758037577358200832,758039488224342016,758044396432556032,758051294506393600,758054886600679424,758064431037308928,758064838312497152,758066917110321152,758069021958778880,758075068136075264,758085000617164800,758088163562848256"
5135,CA,FM,2016-07-23,2016-07-22,2016-08-01,2016,Fire,SAND FIRE,06,037,2016-07-27,037,Importance of Human Intervantion,believer,male,aggressive,4.146853252873564,-0.09755169703461813,"758096659876315136,758110763173105664,758124215178399744,758124623196061696,758125577006030848,758131527914024960,758131812220542976,758133675334610944,758156631096094720,758159742720147456,758160955595485184,758161705025363968,758170019343851520,758171169598177280,758177286776561664,758181480518385664,758194086314586112,758207969846697984,758252673355419648,758280084801282048,758297278176227328,758314927568228352,758316418630901760,758316417074630656,758317322801025024,758321137365295104,758334686875627520,758336170375860224,758345612844675072,758345651662970880,758351845630681088,758352016976424960,758356062366011392,758360902634659840,758365558811209728,758368573781741568,758373186702487552,758390877391757312,758392708134076416,758403389361315840,758406911989604352,758408000394498048,758414328932556800,758417710728359936,758427098847465472,758432705058967552,758434118405267456,758435776078241792,758436385305071616,758443039174123520,758444199498747904,758445247776952320,758445443638452224,758445619237232640,758445910267269120,758446022288773120,758446038210449408,758446922499710976,758446971472543744,758446968473387008,758447010366173184,758447157049331712,758447213932482560,758447224359624704,758447242688598016,758447240687984640,758447254814547968,758447444396945408,758447475871088640,758447530728304640,758447533286830080,758447576718815232,758447686907367424,758448085374672896,758448105016532992,758448328585596928,758448660455710720,758448729569452032,758448773886455808,758448889657556992,758449090350845952,758449098131443712,758449361336532992,758449454634508288,758449651519483904,758449665964646400,758450718621650944"
5135,CA,FM,2016-07-23,2016-07-22,2016-08-01,2016,Fire,SAND FIRE,06,037,2016-07-28,037,Global stance,believer,male,not aggressive,4.293939679710145,-0.12417950552735532,"758453093415555072,758454066653507584,758455134078709760,758455351033274368,758455871923826688,758456720817479680,758456903005564928,758458600184356864,758459250758840320,758459943267598336,758460048418807808,758460259060944896,758461592170356736,758462268317110272,758462281277579264,758462774062100480,758466846907568128,758470570967130112,758472128534503424,758478271797485568,758479854450843648,758481430846451712,758486545397485568,758493756773507072,758497817451036672,758504349769297920,758510393496973312,758513122294366208,758515400162226176,758521682252267520,758528964625334272,758532099435442176,758547871465562112,758579544869797888,758585477540749312,758620823619899392,758632642703220736,758644199939977216,758644208370458624,758646716648218624,758660798319386624,758672904217202688,758674320570724352,758675918340567040,758675950494031872,758683120338145280,758699444577513472,758708167081545728,758709029564715008,758710284114538496,758717810092670976,758726352899940352,758732110714724352,758735056009515008,758739497643159552,758746306529460224,758749230735302656,758749815823929344,758758747296653312,758761865577164800,758761948842299392,758763005970567168,758763440508899328,758770793757016064,758781617137561600,758786988199649280,758805889109282816,758809170988544000,758811573787856896"
5135,CA,FM,2016-07-23,2016-07-22,2016-08-01,2016,Fire,SAND FIRE,06,037,2016-07-29,037,Global stance,believer,male,not aggressive,4.159845911538462,0.013580324395174103,"758832080776155136,758849801035272192,758859011827519488,758860541515304960,758860562230947840,758860630979817472,758860636889550848,758860717516812288,758860760722255872,758860802472288256,758861195558268928,758861223664300032,758861461649104896,758861533375934464,758862326766329856,758863965908635648,758864877091889152,758878609738113024,758884187508056064,758891088480350208,758916961686347776,758929171150024704,758929455129604096,758943556320899072,758961247907745792,758985314777993216,759001065446486016,759003115131588608,759047795374522368,759051867712131072,759056145843687424,759060417800962048,759060481231335424,759061434525376512,759066140345720832,759066983346343936,759067840808824832,759074843685904384,759093115768582144,759104773383684096,759106127300743168,759107523718905856,759110080277061632,759118831700811776,759131532166569984,759146582671491072,759148619622645760,759152916980576256,759153078679375872,759157379204206592,759174933960241152,759174945838473216"
5135,CA,FM,2016-07-23,2016-07-22,2016-08-01,2016,Fire,SAND FIRE,06,037,2016-07-30,037,Global stance,believer,male,aggressive,2.966591263276191,-0.20138277076467292,"759187219219292160,759201222343659520,759221018581958656,759229801555165184,759230551643545600,759263198994395136,759263594190082048,759275865490526208,759313307434098688,759356920876544000,759356932918382592,759408919013765120,759418109975470080,759424631732178944,759447941589274624,759459874950426624,759461110638579712,759500922670100480,759522853171658752,759538599062712320,759538606360842240"
5135,CA,FM,2016-07-23,2016-07-22,2016-08-01,2016,Fire,SAND FIRE,06,037,2016-08-01,037,Global stance,believer,male,not aggressive,1.600654,-0.10655000680089001,"760162242721480704,760163262646194176,760215995243823104,760242296038297600"
5071,WA,FM,2014-08-03,2014-08-02,2014-08-26,2014,Fire,SNAG CANYON FIRE,53,037,2014-08-02,037,Weather Extremes,neutral,male,not aggressive,1.3487441999999998,0.0747971385717392,495673672649019392
5071,WA,FM,2014-08-03,2014-08-02,2014-08-26,2014,Fire,SNAG CANYON FIRE,53,037,2014-08-03,037,Weather Extremes,neutral,male,not aggressive,-0.74290656,0.09421605287286972,"495741743967789056,495757461094035456,495788347416408064,495802286501675008,495811513228091392,495812728540635136,495818251876564992,495820499838980096,495824385585209344,495840529905893376,495847213386305536,495975119404036096,496025719739539456,496049107136303104,496049119660892160"
5071,WA,FM,2014-08-03,2014-08-02,2014-08-26,2014,Fire,SNAG CANYON FIRE,53,037,2014-08-04,037,Weather Extremes,neutral,female,not aggressive,-1.217786271111111,-0.005216093260270578,"496102026074664960,496118925411635200,496120624897470464,496124933982789632,496177136198512640,496184424669933568,496327213315137536,496346781132029952,496390995362074624"
5071,WA,FM,2014-08-03,2014-08-02,2014-08-26,2014,Fire,SNAG CANYON FIRE,53,037,2014-08-05,037,Donald Trump versus Science,neutral,male,not aggressive,-1.0717072085714288,0.09832148705437069,"496521020497354752,496533203805405184,496594237073272832,496712431629242368,496714673925156864,496746260138053632,496784022555877376"
5071,WA,FM,2014-08-03,2014-08-02,2014-08-26,2014,Fire,SNAG CANYON FIRE,53,037,2014-08-06,037,Global stance,neutral,male,not aggressive,-2.397389,-0.2526150136319073,"497018039502921728,497078044163457024"
5071,WA,FM,2014-08-03,2014-08-02,2014-08-26,2014,Fire,SNAG CANYON FIRE,53,037,2014-08-07,037,Weather Extremes,neutral,male,not aggressive,-1.472434605,-0.19205795466005798,"497173718414524416,497197973563269120,497251064316694528,497377189919076352,497389613061652480,497432281275854848,497443258608259072,497446592753192960"
5071,WA,FM,2014-08-03,2014-08-02,2014-08-26,2014,Fire,SNAG CANYON FIRE,53,037,2014-08-08,037,Weather Extremes,believer,male,not aggressive,-0.38636548,-0.0744730220377445,"497539278227124224,497554237883437056,497638677800292352,497816979214856192"
5071,WA,FM,2014-08-03,2014-08-02,2014-08-26,2014,Fire,SNAG CANYON FIRE,53,037,2014-08-09,037,Weather Extremes,neutral,male,not aggressive,-0.6410838032000001,-0.15918127714879582,"498003285484113920,498021345205051392,498108336815243264,498169284741177344,498170274375008256"
5071,WA,FM,2014-08-03,2014-08-02,2014-08-26,2014,Fire,SNAG CANYON FIRE,53,037,2014-08-10,037,Weather Extremes,neutral,male,not aggressive,0.20951363,-0.230136429965496,"498328400574951424,498616516753899520"
5071,WA,FM,2014-08-03,2014-08-02,2014-08-26,2014,Fire,SNAG CANYON FIRE,53,037,2014-08-11,037,Weather Extremes,believer,male,aggressive,0.91000193,-0.3993918386220932,498753779546996736
5071,WA,FM,2014-08-03,2014-08-02,2014-08-26,2014,Fire,SNAG CANYON FIRE,53,037,2014-08-12,037,Weather Extremes,neutral,male,not aggressive,0.7845531076923078,-0.04000171152444987,"499001896850313216,499098621946511360,499210489793351680,499217342253899776,499217927363899392,499221747435311104,499230898500300800,499233732927438848,499247815865159680,499276205485334528,499301269321056256,499301924752355328,499316916846997504"
5071,WA,FM,2014-08-03,2014-08-02,2014-08-26,2014,Fire,SNAG CANYON FIRE,53,037,2014-08-13,037,Ideological Positions on Global Warming,believer,male,aggressive,-1.5146246333333335,-0.044850333624121566,"499347244198293504,499353260474761216,499544519554387968,499609501679370240,499612765665767424,499615519637381120,499669988689465344,499671740264357888,499671923710631936"
5071,WA,FM,2014-08-03,2014-08-02,2014-08-26,2014,Fire,SNAG CANYON FIRE,53,037,2014-08-14,037,Weather Extremes,believer,male,aggressive,-1.1519684833333335,-0.054232277974074934,"499712425797894144,499742915296374784,499747000246472704,499761637805412352,499788820800208896,499817896084635648,499822737389412352,499943994382880768,499944024417918976,499988904645128192,500018273707360256,500032700452196352"
5071,WA,FM,2014-08-03,2014-08-02,2014-08-26,2014,Fire,SNAG CANYON FIRE,53,037,2014-08-15,037,Weather Extremes,believer,male,not aggressive,-0.7028438250000002,-0.0834855818918773,"500261916137496576,500290219078598656,500340658243006464,500359408543473664,500363837166477312,500371249294372864,500377396776673280,500405366438789120"
5071,WA,FM,2014-08-03,2014-08-02,2014-08-26,2014,Fire,SNAG CANYON FIRE,53,037,2014-08-16,037,Significance of Pollution Awareness Events,believer,male,not aggressive,1.5848959,-0.4629128877520561,"500557854399799296,500711128046243840"
5071,WA,FM,2014-08-03,2014-08-02,2014-08-26,2014,Fire,SNAG CANYON FIRE,53,037,2014-08-17,037,Weather Extremes,believer,male,not aggressive,0.45948103,-0.13028960124651592,"500888380688052224,500941662580117504,501050223259832320,501101057091448832"
5071,WA,FM,2014-08-03,2014-08-02,2014-08-26,2014,Fire,SNAG CANYON FIRE,53,037,2014-08-18,037,Weather Extremes,believer,male,aggressive,0.7135671000000001,-0.17129594354629515,"501198717312311296,501238166108393472,501401234767884288,501490924946341888"
5071,WA,FM,2014-08-03,2014-08-02,2014-08-26,2014,Fire,SNAG CANYON FIRE,53,037,2014-08-19,037,Global stance,believer,male,not aggressive,-1.2422201287999999,0.025260572699745003,"501531144584970240,501575011816062976,501581014242971648,501586132623454208,501586252731527168,501596012361027584,501614573842354176,501626457937158144,501689877528723456,501696935514734592,501713190989099008,501727744799940608,501739444886831104,501739739091709952,501752121432104960,501778775957188608,501788402359238656,501791619356844032,501802694638841856,501809168504733696,501811075898429440,501817751493558272,501858222060634112,501875816083365888,501880617223454720"
5071,WA,FM,2014-08-03,2014-08-02,2014-08-26,2014,Fire,SNAG CANYON FIRE,53,037,2014-08-20,037,Weather Extremes,neutral,male,aggressive,-1.5531548099999999,-0.08613294446014226,"501951914838208512,501965681668022272,502009343286738944,502093991677276160,502129388184301568,502172682679353344,502176536481394688"
5071,WA,FM,2014-08-03,2014-08-02,2014-08-26,2014,Fire,SNAG CANYON FIRE,53,037,2014-08-21,037,Weather Extremes,believer,male,not aggressive,-1.2620096,0.061807519903182964,"502293807384100864,502309445498843136,502348051176898560,502560265087770624,502563838625984512"
5071,WA,FM,2014-08-03,2014-08-02,2014-08-26,2014,Fire,SNAG CANYON FIRE,53,037,2014-08-22,037,Weather Extremes,believer,male,aggressive,-0.8568276727272728,-0.17784444198779162,"502621996992040960,502628613145915392,502649783014928384,502703635839868928,502725950254374912,502754695765442560,502836509104291840,502846531511128064,502860554503868416,502872266875891712,502941077167669248"
5071,WA,FM,2014-08-03,2014-08-02,2014-08-26,2014,Fire,SNAG CANYON FIRE,53,037,2014-08-23,037,Weather Extremes,believer,male,aggressive,-0.692461475,-0.02702735453049344,"503075820819058688,503173450442493952,503196119560495104,503228614868234240,503253931288723456,503306702335119360"
5071,WA,FM,2014-08-03,2014-08-02,2014-08-26,2014,Fire,SNAG CANYON FIRE,53,037,2014-08-24,037,Global stance,believer,female,aggressive,-1.0437173,-0.018129581146770022,"503340945048608768,503423222503972864,503433864531165184,503472322595258368,503542634841788416,503618458555514880"
5071,WA,FM,2014-08-03,2014-08-02,2014-08-26,2014,Fire,SNAG CANYON FIRE,53,037,2014-08-25,037,Weather Extremes,neutral,female,not aggressive,-1.2232057250000001,0.34272796564499536,"503725520182210560,503874107730313216,503986524648517632,504037704636444672"
5071,WA,FM,2014-08-03,2014-08-02,2014-08-26,2014,Fire,SNAG CANYON FIRE,53,037,2014-08-26,037,Undefined / One Word Hashtags,believer,male,not aggressive,-1.5070026466666666,-0.050259284561330636,"504292438094008320,504294921097183232,504295869878136832,504345392990154752,504404789757616128,504413394628132864"
