disasterNumber,state,declarationType,declarationDate,incidentBeginDate,incidentEndDate,fyDeclared,incidentType,declarationTitle,fipsStateCode,fipsCountyCode,date,county_FIP,topic,stance,gender,aggressiveness,temperature_avg,sentiment,id
5181,GA,FM,2017-05-08,2017-05-06,2017-07-10,2017,Fire,WEST MIMS FIRE,13,065,2017-06-07,065,Weather Extremes,neutral,male,not aggressive,-0.6599843335714286,-0.126977423198261,"872254654943461376,872254845595602944,872271158443421696,872306446041534464,872431689242300416,872438227335921664,872446216063389696,872486819094331392,872503489745657856,872531467867365376,872564668258234368,872571436631597056,872576029365215232,872585361263931392"
5181,GA,FM,2017-05-08,2017-05-06,2017-07-10,2017,Fire,WEST MIMS FIRE,13,065,2017-06-08,065,Importance of Human Intervantion,believer,male,not aggressive,-0.43967909916666675,-0.10317057847800364,"872615439112843264,872635796565630976,872642205759881216,872668740936241152,872671169702318080,872672168143798272,872783850681671680,872822869973057536,872835677662138368,872869956295180288,872879087378935808,872959929883209728"
5181,GA,FM,2017-05-08,2017-05-06,2017-07-10,2017,Fire,WEST MIMS FIRE,13,065,2017-06-09,065,Global stance,believer,male,not aggressive,0.38443467249999996,-0.31224408617615695,"872967877933924352,872992341606387712,873206553305903104,873220270366101504"
5181,GA,FM,2017-05-08,2017-05-06,2017-07-10,2017,Fire,WEST MIMS FIRE,13,065,2017-06-10,065,Donald Trump versus Science,believer,male,not aggressive,-1.2016149666666667,-0.2467447158813477,"873382409206550528,873531091575070720,873654972361039872"
5181,GA,FM,2017-05-08,2017-05-06,2017-07-10,2017,Fire,WEST MIMS FIRE,13,065,2017-06-11,065,Seriousness of Gas Emissions,denier,male,not aggressive,-3.5654135,0.122791517829895,874005971726589952
5181,GA,FM,2017-05-08,2017-05-06,2017-07-10,2017,Fire,WEST MIMS FIRE,13,065,2017-06-12,065,Importance of Human Intervantion,believer,male,aggressive,2.621704,-0.28157922245025635,"874232141466537984,874311567054995456,874322971988566016,874325015541501952,874334970256527360"
5181,GA,FM,2017-05-08,2017-05-06,2017-07-10,2017,Fire,WEST MIMS FIRE,13,065,2017-06-13,065,Donald Trump versus Science,neutral,male,aggressive,-3.1703093,-0.357302022365729,"874435038942707712,874643184458104832,874670552132145152,874675162200788992"
5181,GA,FM,2017-05-08,2017-05-06,2017-07-10,2017,Fire,WEST MIMS FIRE,13,065,2017-06-14,065,Weather Extremes,neutral,male,not aggressive,0.856640130909091,-0.08251283452345695,"874795006585954304,874798234207608832,874799237652926464,874885683848110080,874889370616070144,874894863724138496,874936635544268800,874968890362613760,875053697201471488,875059559307530240,875079588375867392"
5181,GA,FM,2017-05-08,2017-05-06,2017-07-10,2017,Fire,WEST MIMS FIRE,13,065,2017-06-15,065,Global stance,believer,male,not aggressive,2.989932666666667,0.010444035351276396,"875199661514031104,875292407952281600,875403307757568000,875408788639150080,875448533792378880,875454084601356288"
5181,GA,FM,2017-05-08,2017-05-06,2017-07-10,2017,Fire,WEST MIMS FIRE,13,065,2017-06-16,065,Global stance,believer,male,not aggressive,2.693394511111111,-0.022536907536012136,"875529296554504192,875549925311995904,875583624833187840,875709085496336384,875753018653786112,875786413521854464,875790658631458816,875810546137800704,875835444054736896"
5181,GA,FM,2017-05-08,2017-05-06,2017-07-10,2017,Fire,WEST MIMS FIRE,13,065,2017-06-17,065,Undefined / One Word Hashtags,believer,male,aggressive,2.3829668,-0.1068794287085533,"876177346310656000,876178162413076480"
5181,GA,FM,2017-05-08,2017-05-06,2017-07-10,2017,Fire,WEST MIMS FIRE,13,065,2017-06-18,065,Donald Trump versus Science,neutral,female,aggressive,3.1618044,0.048236070966720584,"876240140808495104,876251926685302784"
5181,GA,FM,2017-05-08,2017-05-06,2017-07-10,2017,Fire,WEST MIMS FIRE,13,065,2017-06-19,065,Weather Extremes,believer,male,aggressive,0.6562141785000001,-0.5421669265270233,"876866159748018176,876871260298465280"
5181,GA,FM,2017-05-08,2017-05-06,2017-07-10,2017,Fire,WEST MIMS FIRE,13,065,2017-06-20,065,Weather Extremes,denier,male,not aggressive,4.682791,-0.041806820487976,877033058695696384
5181,GA,FM,2017-05-08,2017-05-06,2017-07-10,2017,Fire,WEST MIMS FIRE,13,065,2017-06-21,065,Weather Extremes,believer,male,aggressive,4.6297168,0.30131140815063756,"877359807442821120,877368494588809216,877415135341551616"
5181,GA,FM,2017-05-08,2017-05-06,2017-07-10,2017,Fire,WEST MIMS FIRE,13,065,2017-06-22,065,Undefined / One Word Hashtags,believer,male,aggressive,-0.3643738666666667,-0.4436126249949137,"877701088924884992,877703224966266880,877927483491983360"
5181,GA,FM,2017-05-08,2017-05-06,2017-07-10,2017,Fire,WEST MIMS FIRE,13,065,2017-06-27,065,Weather Extremes,denier,male,not aggressive,-1.1761747999999999,0.16610714507102958,"879498988226990080,879527562174746624"
5181,GA,FM,2017-05-08,2017-05-06,2017-07-10,2017,Fire,WEST MIMS FIRE,13,065,2017-06-30,065,Donald Trump versus Science,denier,male,not aggressive,0.155198529,0.15007106348673502,"880667568587124736,880751847174270976,880791837870608384"
5058,WA,FM,2014-07-10,2014-07-09,2014-07-14,2014,Fire,LAKE SPOKANE FIRE,53,065,2014-07-09,065,Weather Extremes,believer,male,aggressive,0.6140721025,-0.05565167762637134,"486700659136557056,486963192208568320,486963553757560832,486998326521237504"
5058,WA,FM,2014-07-10,2014-07-09,2014-07-14,2014,Fire,LAKE SPOKANE FIRE,53,065,2014-07-13,065,Weather Extremes,believer,male,aggressive,1.5319325750000001,0.48754487235716415,"488369155775557632,488380290620870656"
5058,WA,FM,2014-07-10,2014-07-09,2014-07-14,2014,Fire,LAKE SPOKANE FIRE,53,065,2014-07-14,065,Global stance,believer,male,not aggressive,-0.71944946,-0.5757432107686996,488720293842530304
5268,CA,FM,2018-08-09,2018-08-09,2018-08-18,2018,Fire,HOLY FIRE,06,065,2018-08-13,065,Politics,believer,male,not aggressive,2.3209996244444446,-0.036262371643825814,"1028962648946167808,1028977123845971968,1028994367976079360,1029016414336823296,1029021796996009985,1029048000759255047,1029091497759522816,1029092028699869185,1029098373112987648,1029100604415651841,1029107238189772802,1029112708162105345,1029113601435611136,1029118672260874241,1029119093054599168,1029121820975222784,1029125626291269639,1029138067263815681"
5268,CA,FM,2018-08-09,2018-08-09,2018-08-18,2018,Fire,HOLY FIRE,06,065,2018-08-14,065,Global stance,believer,male,not aggressive,2.5132396528,-0.19809386326154071,"1029156354202710016,1029160895405023233,1029181682149216256,1029200621755236352,1029218350784761856,1029218370934067200,1029261000426565634,1029262383762395139,1029316460349407232,1029316546546610176,1029328052273262592,1029358118759587840,1029363842067914753,1029371328221069318,1029372798886703106,1029375924003848195,1029385703212425216,1029401786426245121,1029403238422929409,1029451577109565440,1029452918020161536,1029476350724386816,1029500202976075776,1029502260017913857,1029503740582264832"
5268,CA,FM,2018-08-09,2018-08-09,2018-08-18,2018,Fire,HOLY FIRE,06,065,2018-08-15,065,Global stance,believer,male,not aggressive,2.138966412,-0.17126379208726283,"1029540996466401280,1029541795946876928,1029552784197206018,1029573838642630656,1029577024963272704,1029653290542223361,1029723776911462400,1029723834507771904,1029728546883858433,1029736494762668034,1029744214282620929,1029746819067195392,1029756774323286016,1029779977548398592,1029781161369694209,1029792548846366720,1029812578627637248,1029820939842842624,1029837507784048640,1029849919484506112"
5268,CA,FM,2018-08-09,2018-08-09,2018-08-18,2018,Fire,HOLY FIRE,06,065,2018-08-16,065,Weather Extremes,believer,male,not aggressive,0.6392419776923076,-0.16333174671899706,"1029884171357970433,1029884875464011779,1029889250123075585,1029895191174557699,1029924184019718149,1029926917405921280,1029940524847779840,1030009702258696192,1030034754392010752,1030065849279950848,1030067254623227904,1030071910602874880,1030076147235807232,1030091743180419072,1030095881804996608,1030110377638420480,1030112038964539392,1030113352150802433,1030118985088598016,1030154857536086017,1030174778391314432,1030183769066504193,1030190900733915136,1030191109530689536,1030194790078406656,1030223623804485632"
5268,CA,FM,2018-08-09,2018-08-09,2018-08-18,2018,Fire,HOLY FIRE,06,065,2018-08-17,065,Global stance,believer,male,not aggressive,1.80403170625,0.008476624086767987,"1030266529240080384,1030269490611802113,1030274011652079616,1030278315993714688,1030278784958717958,1030286666223632384,1030311137722548224,1030323677298970624,1030428366925639680,1030466371518439424,1030484354403713024,1030488801091567616,1030492879632752640,1030497341902442497,1030547202987319296,1030578894892662784"
5268,CA,FM,2018-08-09,2018-08-09,2018-08-18,2018,Fire,HOLY FIRE,06,065,2018-08-18,065,Politics,believer,male,not aggressive,3.098186629333333,-0.07483627214811582,"1030607860114358277,1030612194977828864,1030624579524481025,1030665552304459776,1030669295926358016,1030672270614642688,1030826185301929984,1030829891728666624,1030832811870244865,1030857306915790848,1030864980969582593,1030878518094090240,1030941185546838017,1030952384346779648,1030962159935606784"
5159,TN,FM,2016-11-09,2016-11-05,2016-12-03,2017,Fire,FLIPPERS BEND FIRE,47,065,2016-11-05,065,Importance of Human Intervantion,believer,male,not aggressive,4.887187733333334,-0.11953789085049421,"794692407375839232,794747395758297088,794789712384794624,794797699644137472,794824599934353408,794935937356558336,794945173956345856,794961395624181760,794982313893437440"
5159,TN,FM,2016-11-09,2016-11-05,2016-12-03,2017,Fire,FLIPPERS BEND FIRE,47,065,2016-11-06,065,Undefined / One Word Hashtags,believer,male,not aggressive,3.672242133333334,-0.09716809644301733,"795260903780446208,795288325103960064,795302253875888128,795353627451920384,795382524935606272,795412900970008576"
5159,TN,FM,2016-11-09,2016-11-05,2016-12-03,2017,Fire,FLIPPERS BEND FIRE,47,065,2016-11-18,065,Weather Extremes,neutral,male,not aggressive,11.1989,-0.0947585265159606,799757703589535744
5159,TN,FM,2016-11-09,2016-11-05,2016-12-03,2017,Fire,FLIPPERS BEND FIRE,47,065,2016-11-19,065,Importance of Human Intervantion,neutral,male,aggressive,0.23030026,0.04995496960481007,"799800162071609344,799829496694120448,800082446830080000"
5159,TN,FM,2016-11-09,2016-11-05,2016-12-03,2017,Fire,FLIPPERS BEND FIRE,47,065,2016-11-21,065,Weather Extremes,believer,male,aggressive,-2.8279178000000003,0.3098411931117376,"800541994539847680,800738875740037120,800845874394005504"
5159,TN,FM,2016-11-09,2016-11-05,2016-12-03,2017,Fire,FLIPPERS BEND FIRE,47,065,2016-11-22,065,Weather Extremes,neutral,male,not aggressive,-0.049845616499999995,0.2754384201125665,"800907176218742784,801120271696424960"
5159,TN,FM,2016-11-09,2016-11-05,2016-12-03,2017,Fire,FLIPPERS BEND FIRE,47,065,2016-11-23,065,Donald Trump versus Science,believer,male,not aggressive,0.17188527,-0.5413117230176926,801302662230712320
5159,TN,FM,2016-11-09,2016-11-05,2016-12-03,2017,Fire,FLIPPERS BEND FIRE,47,065,2016-11-24,065,Impact of Resource Overconsumption,believer,male,not aggressive,1.8385774,-0.43826752134874614,"801867721843429376,801877794644865024"
5159,TN,FM,2016-11-09,2016-11-05,2016-12-03,2017,Fire,FLIPPERS BEND FIRE,47,065,2016-11-25,065,Weather Extremes,neutral,female,aggressive,0.8301493000000001,-0.3403906320095062,802058194830770176
5159,TN,FM,2016-11-09,2016-11-05,2016-12-03,2017,Fire,FLIPPERS BEND FIRE,47,065,2016-11-26,065,Weather Extremes,neutral,male,aggressive,-0.68445575,0.1971428107976913,802631724068958208
5159,TN,FM,2016-11-09,2016-11-05,2016-12-03,2017,Fire,FLIPPERS BEND FIRE,47,065,2016-11-27,065,Undefined / One Word Hashtags,believer,male,not aggressive,-0.024608926666666624,-0.05660466951529188,"802700341817049088,802801220981178368,802899882562330624,802964110488965120,802965736603971584,803020848349282304"
5159,TN,FM,2016-11-09,2016-11-05,2016-12-03,2017,Fire,FLIPPERS BEND FIRE,47,065,2016-11-28,065,Weather Extremes,believer,male,not aggressive,-1.9415952,0.0045122112274169,803301275739758592
5159,TN,FM,2016-11-09,2016-11-05,2016-12-03,2017,Fire,FLIPPERS BEND FIRE,47,065,2016-11-29,065,Ideological Positions on Global Warming,denier,male,aggressive,-0.031543149999999964,-0.16565595910549166,"803456671838257152,803695837654044672"
5159,TN,FM,2016-11-09,2016-11-05,2016-12-03,2017,Fire,FLIPPERS BEND FIRE,47,065,2016-11-30,065,Ideological Positions on Global Warming,neutral,male,aggressive,0.4916348749999997,-0.12327443077961606,"803769668791996416,803807988482002944,803949172042780672,803979757851471872"
5159,TN,FM,2016-11-09,2016-11-05,2016-12-03,2017,Fire,FLIPPERS BEND FIRE,47,065,2016-12-01,065,Seriousness of Gas Emissions,believer,male,not aggressive,3.8804092,0.4886201289415359,804401046374273024
5159,TN,FM,2016-11-09,2016-11-05,2016-12-03,2017,Fire,FLIPPERS BEND FIRE,47,065,2016-12-02,065,Weather Extremes,denier,male,aggressive,-1.1885915,-0.6077332295894623,804749404011950080
5159,TN,FM,2016-11-09,2016-11-05,2016-12-03,2017,Fire,FLIPPERS BEND FIRE,47,065,2016-12-03,065,Impact of Resource Overconsumption,neutral,male,not aggressive,-0.54906976,-0.6025624717950822,"804903040754909184,804936000401092608"
5223,CA,FM,2017-10-09,2017-10-09,2017-10-20,2018,Fire,CANYON 2 FIRE,06,065,2017-10-09,065,Politics,believer,male,not aggressive,1.9609233213043478,0.11073285077204757,"917182033243332608,917190392478449665,917202957774417921,917210649012461568,917246760027807744,917369986695430146,917390429766656003,917396285677637632,917396907013443584,917404544023257088,917407532477566976,917410635583053824,917412087910981633,917412356254187522,917412715282415616,917416899520086018,917428738458976256,917431706470162432,917434638691221504,917439115087331328,917439473649983488,917450921113800704,917455888159596550,917456489111080963,917460058153218048,917464201123135488,917464874103345152,917467330879377408,917472070715494400,917472230149259264,917486239506300928,917488519550951424,917490918365597696,917495744256344064,917497321612386305,917501262404268032,917504619726692352,917504817706147840,917516433826897920,917517402425802752,917522763115520000,917525685790371840,917530684314468352,917537066338213889,917539907651948544,917540082780909568"
5223,CA,FM,2017-10-09,2017-10-09,2017-10-20,2018,Fire,CANYON 2 FIRE,06,065,2017-10-10,065,Global stance,believer,male,not aggressive,0.25009467157894727,-0.06384426272890784,"917563898651226112,917567268162215936,917569261014413314,917571065118724096,917573646280835073,917574228542496768,917584894175305728,917589264602365952,917589368033878016,917589533855670273,917605012003368960,917605455098023937,917621401690841088,917629787820011521,917653035639201794,917657460143480833,917706295779647489,917715428578750465,917730922451025920,917752100901109760,917757189103800320,917763386800091136,917775578052296704,917786663845351424,917789436804399104,917793644656123905,917796066157764608,917799503314305025,917800707180314624,917805871433793541,917812354951376896,917815467493933061,917827115600490498,917829070410395649,917834653498728448,917869451659407365,917875237194162176,917899508188463104"
5223,CA,FM,2017-10-09,2017-10-09,2017-10-20,2018,Fire,CANYON 2 FIRE,06,065,2017-10-11,065,Global stance,believer,male,not aggressive,1.5414622575,-0.07866634295466658,"917923143544553472,917928675340722178,917932059594805250,917933724427153408,917937795385106432,917941289538244608,917947571234136064,917950471150624768,917951216792899584,917968228357476352,917984268235759617,918005732611633153,918007214769664000,918010956625539073,918121364359450626,918124450880647168,918138111955296256,918140263725457412,918147563819220992,918163510063906817,918168472269488138,918182275715497984,918213861026729986,918240863448215552"
5223,CA,FM,2017-10-09,2017-10-09,2017-10-20,2018,Fire,CANYON 2 FIRE,06,065,2017-10-12,065,Global stance,believer,male,not aggressive,0.356435720625,-0.12335575534220018,"918266162378457088,918271156423028736,918284317184479233,918285737107378177,918325030190116864,918331245926535168,918340830716297218,918349382889619458,918351225065652225,918360892437274626,918372206425423872,918373567552557058,918373714223173632,918420212814368768,918429305352392704,918470281102069760,918478029566939142,918492455930122240,918498629131886592,918498695498387456,918502316529111041,918503902198185984,918506729683537920,918510466598604801,918526690791325696,918536716222218240,918544664474652673,918547185892859904,918550580007710720,918583679546400768,918585623317041152,918600939388395521"
5223,CA,FM,2017-10-09,2017-10-09,2017-10-20,2018,Fire,CANYON 2 FIRE,06,065,2017-10-13,065,Politics,believer,male,not aggressive,1.912801508235294,-0.21714216435863856,"918641789279629312,918668922848710657,918719223861452800,918765041767219200,918766675557720064,918811297042575360,918866260594540544,918869922125631488,918902454082715649,918904870882762752,918910181634990080,918916323240902656,918919957005598726,918923385924702208,918959034002108416,918971387808813058,918975130662985728"
5223,CA,FM,2017-10-09,2017-10-09,2017-10-20,2018,Fire,CANYON 2 FIRE,06,065,2017-10-14,065,Politics,believer,male,not aggressive,2.664763638461539,0.006296971794743563,"919008532145598466,919010540873306112,919043628282122240,919046353895985152,919125163333095425,919127861008547840,919148256164061186,919170774400950272,919192409069752320,919266795596349441,919301952848179215,919334858169765889,919336043710636032"
5223,CA,FM,2017-10-09,2017-10-09,2017-10-20,2018,Fire,CANYON 2 FIRE,06,065,2017-10-15,065,Politics,believer,female,not aggressive,3.171137294736842,-0.2069824724522178,"919353798514049026,919375477566877696,919405679315693569,919420295127056385,919427989422485506,919428716538687490,919432375137906693,919474856642539525,919515458662842368,919527388916039680,919532437457182721,919543700253966338,919601744312594432,919602362200727552,919610932371906561,919641748682493953,919675789775392769,919691113908150274,919698135231873025"
5223,CA,FM,2017-10-09,2017-10-09,2017-10-20,2018,Fire,CANYON 2 FIRE,06,065,2017-10-16,065,Politics,believer,male,not aggressive,2.247683640689655,-0.2073563797008032,"919717847151951873,919732309888241665,919733756289720320,919734795457966080,919736460273700866,919748741610971136,919767183529349120,919768207245721601,919774218350407680,919901945397219328,919912705883910145,919917348479553536,919924392930566144,919924920414588929,919944483873214464,919969084229521410,919973358032240640,919976939246546946,919995454401548289,919996470216052736,920004152721207296,920008455871754242,920015416306438144,920023944815505408,920025796332347392,920046421138554881,920049822169575425,920063095522734080,920076498530422786"
